file; time; heur; depth
j3017_10.sm;76;16;0
j3017_10.sm;76;16;1
j3017_10.sm;76;16;2
j3017_10.sm;76;16;3
j3017_10.sm;76;16;4
j3017_10.sm;83;21;3
j3017_10.sm;83;21;4
j3017_10.sm;85;3;2
j3017_10.sm;87;3;0
j3017_10.sm;87;3;1
j3017_10.sm;88;15;0
j3017_10.sm;89;11;0
j3017_10.sm;89;11;1
j3017_10.sm;89;11;2
j3017_10.sm;90;9;0
j3017_10.sm;90;12;1
j3017_10.sm;90;12;2
j3017_10.sm;90;12;3
j3017_10.sm;90;12;4
j3017_10.sm;91;11;4
j3017_10.sm;92;10;1
j3017_10.sm;92;10;2
j3017_10.sm;92;10;3
j3017_10.sm;92;10;4
j3017_10.sm;93;21;1
j3017_10.sm;93;21;2
j3017_10.sm;99;15;1
j3017_10.sm;100;0;0
j3017_10.sm;100;0;1
j3017_10.sm;100;0;2
j3017_10.sm;100;9;1
j3017_10.sm;100;9;2
j3017_10.sm;100;9;3
j3017_10.sm;100;9;4
j3017_10.sm;100;11;3
j3017_10.sm;101;15;2
j3017_10.sm;101;15;3
j3017_10.sm;111;15;4
j3017_10.sm;119;10;0
j3017_10.sm;119;12;0
j3017_10.sm;120;21;0
j3017_2.sm;68; Optimal; Time
j3017_2.sm;68;9;3
j3017_2.sm;69;2;0
j3017_2.sm;69;2;1
j3017_2.sm;69;2;2
j3017_2.sm;69;10;3
j3017_2.sm;69;11;0
j3017_2.sm;69;15;0
j3017_2.sm;69;15;1
j3017_2.sm;69;16;0
j3017_2.sm;69;16;1
j3017_2.sm;69;16;2
j3017_2.sm;69;16;3
j3017_2.sm;69;16;4
j3017_2.sm;70;0;0
j3017_2.sm;70;0;1
j3017_2.sm;70;0;2
j3017_2.sm;70;2;3
j3017_2.sm;70;2;4
j3017_2.sm;70;9;2
j3017_2.sm;70;10;4
j3017_2.sm;70;11;3
j3017_2.sm;70;12;3
j3017_2.sm;70;12;4
j3017_2.sm;70;21;3
j3017_2.sm;70;21;4
j3017_2.sm;73;3;4
j3017_2.sm;73;9;4
j3017_2.sm;73;10;2
j3017_2.sm;73;11;1
j3017_2.sm;73;11;4
j3017_2.sm;74;11;2
j3017_2.sm;74;12;0
j3017_2.sm;74;12;1
j3017_2.sm;74;12;2
j3017_2.sm;74;21;0
j3017_2.sm;74;21;1
j3017_2.sm;74;21;2
j3017_2.sm;80;3;2
j3017_2.sm;82;15;2
j3017_2.sm;88;15;4
j3017_2.sm;91;9;0
j3017_2.sm;91;9;1
j3017_2.sm;94;3;0
j3017_2.sm;94;3;1
j3017_2.sm;94;3;3
j3017_2.sm;94;10;0
j3017_2.sm;94;10;1
j3017_2.sm;110;15;3
j3017_3.sm;60; Optimal; Time
j3017_3.sm;60;12;0
j3017_3.sm;60;12;1
j3017_3.sm;60;12;2
j3017_3.sm;60;12;3
j3017_3.sm;60;21;0
j3017_3.sm;60;21;1
j3017_3.sm;64;2;0
j3017_3.sm;64;2;1
j3017_3.sm;64;2;2
j3017_3.sm;64;2;3
j3017_3.sm;64;3;1
j3017_3.sm;64;3;2
j3017_3.sm;64;3;3
j3017_3.sm;64;9;0
j3017_3.sm;64;9;1
j3017_3.sm;64;9;2
j3017_3.sm;65;3;0
j3017_3.sm;65;10;0
j3017_3.sm;67;2;4
j3017_3.sm;67;3;4
j3017_3.sm;67;16;0
j3017_3.sm;67;16;1
j3017_3.sm;67;16;2
j3017_3.sm;67;16;3
j3017_3.sm;67;16;4
j3017_3.sm;71;11;1
j3017_3.sm;71;11;2
j3017_3.sm;71;11;3
j3017_3.sm;71;11;4
j3017_3.sm;73;0;0
j3017_3.sm;73;0;1
j3017_3.sm;73;0;2
j3017_3.sm;73;12;4
j3017_3.sm;73;21;2
j3017_3.sm;73;21;3
j3017_3.sm;73;21;4
j3017_3.sm;75;10;1
j3017_3.sm;75;15;0
j3017_3.sm;77;10;2
j3017_3.sm;77;11;0
j3017_3.sm;77;15;1
j3017_3.sm;77;15;2
j3017_3.sm;80;15;3
j3017_3.sm;80;15;4
j3017_3.sm;83;9;3
j3017_3.sm;83;9;4
j3017_3.sm;83;10;3
j3017_3.sm;83;10;4
j3017_4.sm;49; Optimal; Time
j3017_4.sm;52;3;1
j3017_4.sm;52;3;2
j3017_4.sm;55;3;3
j3017_4.sm;55;3;4
j3017_4.sm;55;11;2
j3017_4.sm;56;2;0
j3017_4.sm;56;2;1
j3017_4.sm;56;2;2
j3017_4.sm;56;2;3
j3017_4.sm;56;2;4
j3017_4.sm;56;16;0
j3017_4.sm;56;16;1
j3017_4.sm;56;16;2
j3017_4.sm;56;16;3
j3017_4.sm;56;16;4
j3017_4.sm;60;11;1
j3017_4.sm;61;15;0
j3017_4.sm;64;11;0
j3017_4.sm;65;15;1
j3017_4.sm;66;3;0
j3017_4.sm;71;12;0
j3017_4.sm;71;12;1
j3017_4.sm;71;21;1
j3017_4.sm;71;21;2
j3017_4.sm;74;9;2
j3017_4.sm;74;10;2
j3017_4.sm;76;9;3
j3017_4.sm;76;9;4
j3017_4.sm;76;10;3
j3017_4.sm;76;10;4
j3017_4.sm;76;21;3
j3017_4.sm;76;21;4
j3017_4.sm;78;9;0
j3017_4.sm;78;9;1
j3017_4.sm;78;10;0
j3017_4.sm;78;10;1
j3017_4.sm;80;11;3
j3017_4.sm;80;11;4
j3017_4.sm;80;12;3
j3017_4.sm;80;12;4
j3017_4.sm;80;21;0
j3017_4.sm;83;12;2
j3017_4.sm;85;0;0
j3017_4.sm;85;0;1
j3017_4.sm;85;0;2
j3017_4.sm;85;15;2
j3017_4.sm;91;15;4
j3017_4.sm;99;15;3
j3017_5.sm;47; Optimal; Time
j3017_5.sm;50;12;4
j3017_5.sm;53;11;4
j3017_5.sm;54;12;3
j3017_5.sm;55;10;4
j3017_5.sm;57;10;3
j3017_5.sm;57;11;1
j3017_5.sm;57;12;2
j3017_5.sm;60;11;0
j3017_5.sm;61;9;0
j3017_5.sm;61;9;1
j3017_5.sm;71;9;3
j3017_5.sm;72;2;0
j3017_5.sm;72;9;4
j3017_5.sm;72;21;3
j3017_5.sm;72;21;4
j3017_5.sm;73;2;1
j3017_5.sm;73;2;3
j3017_5.sm;73;2;4
j3017_5.sm;73;3;4
j3017_5.sm;73;16;0
j3017_5.sm;73;16;1
j3017_5.sm;73;16;2
j3017_5.sm;73;16;3
j3017_5.sm;73;16;4
j3017_5.sm;74;0;0
j3017_5.sm;74;0;1
j3017_5.sm;74;0;2
j3017_5.sm;75;11;2
j3017_5.sm;75;11;3
j3017_5.sm;77;2;2
j3017_5.sm;77;9;2
j3017_5.sm;77;12;0
j3017_5.sm;77;21;0
j3017_5.sm;78;12;1
j3017_5.sm;78;21;2
j3017_5.sm;80;3;2
j3017_5.sm;80;3;3
j3017_5.sm;82;10;2
j3017_5.sm;86;3;1
j3017_5.sm;86;10;1
j3017_5.sm;86;15;0
j3017_5.sm;88;10;0
j3017_5.sm;88;21;1
j3017_5.sm;96;3;0
j3017_5.sm;99;15;3
j3017_5.sm;99;15;4
j3017_5.sm;106;15;1
j3017_5.sm;106;15;2
j3017_6.sm;63; Optimal; Time
j3017_6.sm;70;2;0
j3017_6.sm;70;2;1
j3017_6.sm;70;2;2
j3017_6.sm;70;2;3
j3017_6.sm;70;2;4
j3017_6.sm;70;15;0
j3017_6.sm;70;16;0
j3017_6.sm;70;16;1
j3017_6.sm;70;16;2
j3017_6.sm;70;16;3
j3017_6.sm;70;16;4
j3017_6.sm;71;3;2
j3017_6.sm;71;3;3
j3017_6.sm;74;3;4
j3017_6.sm;76;0;0
j3017_6.sm;76;0;1
j3017_6.sm;76;0;2
j3017_6.sm;76;9;1
j3017_6.sm;76;9;2
j3017_6.sm;76;9;3
j3017_6.sm;76;9;4
j3017_6.sm;76;10;1
j3017_6.sm;76;10;2
j3017_6.sm;76;10;3
j3017_6.sm;76;10;4
j3017_6.sm;76;12;1
j3017_6.sm;76;12;2
j3017_6.sm;76;12;3
j3017_6.sm;76;12;4
j3017_6.sm;76;21;1
j3017_6.sm;76;21;2
j3017_6.sm;76;21;3
j3017_6.sm;76;21;4
j3017_6.sm;82;3;0
j3017_6.sm;82;3;1
j3017_6.sm;82;9;0
j3017_6.sm;82;10;0
j3017_6.sm;82;11;1
j3017_6.sm;82;11;2
j3017_6.sm;82;11;3
j3017_6.sm;82;11;4
j3017_6.sm;82;12;0
j3017_6.sm;82;21;0
j3017_6.sm;84;15;1
j3017_6.sm;85;15;2
j3017_6.sm;85;15;3
j3017_6.sm;91;15;4
j3017_6.sm;94;11;0
j3017_7.sm;57; Optimal; Time
j3017_7.sm;58;0;0
j3017_7.sm;58;0;1
j3017_7.sm;58;0;2
j3017_7.sm;58;12;1
j3017_7.sm;58;12;3
j3017_7.sm;58;12;4
j3017_7.sm;58;21;0
j3017_7.sm;58;21;1
j3017_7.sm;58;21;2
j3017_7.sm;60;3;2
j3017_7.sm;60;9;4
j3017_7.sm;60;10;4
j3017_7.sm;60;11;0
j3017_7.sm;60;11;1
j3017_7.sm;60;11;2
j3017_7.sm;60;11;3
j3017_7.sm;60;11;4
j3017_7.sm;60;12;2
j3017_7.sm;64;15;3
j3017_7.sm;65;3;0
j3017_7.sm;65;3;1
j3017_7.sm;65;15;0
j3017_7.sm;65;15;1
j3017_7.sm;69;15;2
j3017_7.sm;72;12;0
j3017_7.sm;75;2;0
j3017_7.sm;75;2;1
j3017_7.sm;75;2;2
j3017_7.sm;75;2;3
j3017_7.sm;75;2;4
j3017_7.sm;75;3;3
j3017_7.sm;75;3;4
j3017_7.sm;75;15;4
j3017_7.sm;75;16;0
j3017_7.sm;75;16;1
j3017_7.sm;75;16;2
j3017_7.sm;75;16;3
j3017_7.sm;75;16;4
j3017_7.sm;88;9;0
j3017_7.sm;88;9;1
j3017_7.sm;88;9;2
j3017_7.sm;88;9;3
j3017_7.sm;88;10;0
j3017_7.sm;88;10;1
j3017_7.sm;88;10;2
j3017_7.sm;88;10;3
j3017_7.sm;88;21;3
j3017_7.sm;88;21;4
j3017_8.sm;61; Optimal; Time
j3017_8.sm;73;12;4
j3017_8.sm;75;12;2
j3017_8.sm;75;21;2
j3017_8.sm;75;21;3
j3017_8.sm;75;21;4
j3017_8.sm;77;9;3
j3017_8.sm;78;11;0
j3017_8.sm;78;11;1
j3017_8.sm;78;12;3
j3017_8.sm;80;3;0
j3017_8.sm;81;11;4
j3017_8.sm;82;11;2
j3017_8.sm;82;11;3
j3017_8.sm;83;9;0
j3017_8.sm;83;9;4
j3017_8.sm;84;2;0
j3017_8.sm;84;2;1
j3017_8.sm;84;2;2
j3017_8.sm;84;2;3
j3017_8.sm;84;2;4
j3017_8.sm;84;3;3
j3017_8.sm;84;9;1
j3017_8.sm;84;12;0
j3017_8.sm;84;16;0
j3017_8.sm;84;16;1
j3017_8.sm;84;16;2
j3017_8.sm;84;16;3
j3017_8.sm;84;16;4
j3017_8.sm;84;21;0
j3017_8.sm;85;10;3
j3017_8.sm;85;10;4
j3017_8.sm;85;12;1
j3017_8.sm;85;21;1
j3017_8.sm;86;0;0
j3017_8.sm;86;0;1
j3017_8.sm;86;0;2
j3017_8.sm;86;3;4
j3017_8.sm;87;9;2
j3017_8.sm;89;3;1
j3017_8.sm;89;3;2
j3017_8.sm;90;10;2
j3017_8.sm;92;10;1
j3017_8.sm;92;15;0
j3017_8.sm;97;10;0
j3017_8.sm;103;15;1
j3017_8.sm;105;15;2
j3017_8.sm;105;15;3
j3017_8.sm;105;15;4
j3017_9.sm;48; Optimal; Time
j3017_9.sm;53;0;0
j3017_9.sm;53;0;1
j3017_9.sm;53;0;2
j3017_9.sm;53;11;3
j3017_9.sm;53;11;4
j3017_9.sm;53;12;1
j3017_9.sm;53;12;3
j3017_9.sm;53;12;4
j3017_9.sm;53;21;1
j3017_9.sm;53;21;2
j3017_9.sm;53;21;3
j3017_9.sm;53;21;4
j3017_9.sm;57;3;0
j3017_9.sm;57;3;2
j3017_9.sm;59;3;1
j3017_9.sm;60;3;3
j3017_9.sm;60;3;4
j3017_9.sm;61;2;2
j3017_9.sm;61;2;3
j3017_9.sm;61;2;4
j3017_9.sm;61;15;0
j3017_9.sm;61;16;0
j3017_9.sm;61;16;1
j3017_9.sm;61;16;2
j3017_9.sm;61;16;3
j3017_9.sm;61;16;4
j3017_9.sm;62;2;0
j3017_9.sm;62;2;1
j3017_9.sm;66;11;0
j3017_9.sm;66;11;1
j3017_9.sm;66;11;2
j3017_9.sm;66;12;0
j3017_9.sm;66;12;2
j3017_9.sm;66;21;0
j3017_9.sm;70;9;1
j3017_9.sm;70;10;1
j3017_9.sm;72;9;2
j3017_9.sm;72;9;3
j3017_9.sm;72;9;4
j3017_9.sm;72;10;2
j3017_9.sm;72;10;3
j3017_9.sm;72;10;4
j3017_9.sm;72;15;1
j3017_9.sm;73;15;2
j3017_9.sm;74;9;0
j3017_9.sm;74;10;0
j3017_9.sm;77;15;3
j3017_9.sm;77;15;4
j3018_1.sm;53; Optimal; Time
j3018_1.sm;55;12;2
j3018_1.sm;55;21;2
j3018_1.sm;59;12;3
j3018_1.sm;59;12;4
j3018_1.sm;59;21;3
j3018_1.sm;59;21;4
j3018_1.sm;61;9;4
j3018_1.sm;61;10;4
j3018_1.sm;62;12;1
j3018_1.sm;70;11;1
j3018_1.sm;70;11;2
j3018_1.sm;70;11;3
j3018_1.sm;70;11;4
j3018_1.sm;71;15;0
j3018_1.sm;72;2;2
j3018_1.sm;72;2;3
j3018_1.sm;72;3;2
j3018_1.sm;72;3;3
j3018_1.sm;74;3;0
j3018_1.sm;74;3;1
j3018_1.sm;75;10;2
j3018_1.sm;75;10;3
j3018_1.sm;76;12;0
j3018_1.sm;76;21;0
j3018_1.sm;76;21;1
j3018_1.sm;77;0;0
j3018_1.sm;77;0;1
j3018_1.sm;77;0;2
j3018_1.sm;78;9;0
j3018_1.sm;78;9;1
j3018_1.sm;78;9;2
j3018_1.sm;78;9;3
j3018_1.sm;78;10;0
j3018_1.sm;78;10;1
j3018_1.sm;79;11;0
j3018_1.sm;87;2;0
j3018_1.sm;87;2;1
j3018_1.sm;87;2;4
j3018_1.sm;87;3;4
j3018_1.sm;87;15;1
j3018_1.sm;87;16;0
j3018_1.sm;87;16;1
j3018_1.sm;87;16;2
j3018_1.sm;87;16;3
j3018_1.sm;87;16;4
j3018_1.sm;98;15;2
j3018_1.sm;98;15;3
j3018_1.sm;98;15;4
j3018_10.sm;49; Optimal; Time
j3018_10.sm;50;11;1
j3018_10.sm;54;0;0
j3018_10.sm;54;0;1
j3018_10.sm;54;0;2
j3018_10.sm;54;9;3
j3018_10.sm;54;9;4
j3018_10.sm;54;10;3
j3018_10.sm;54;10;4
j3018_10.sm;56;11;0
j3018_10.sm;57;12;0
j3018_10.sm;57;12;1
j3018_10.sm;57;12;2
j3018_10.sm;57;12;3
j3018_10.sm;57;12;4
j3018_10.sm;57;21;0
j3018_10.sm;57;21;1
j3018_10.sm;57;21;2
j3018_10.sm;57;21;3
j3018_10.sm;58;2;2
j3018_10.sm;58;2;3
j3018_10.sm;58;2;4
j3018_10.sm;58;3;3
j3018_10.sm;58;3;4
j3018_10.sm;58;16;0
j3018_10.sm;58;16;1
j3018_10.sm;58;16;2
j3018_10.sm;58;16;3
j3018_10.sm;58;16;4
j3018_10.sm;59;2;0
j3018_10.sm;59;2;1
j3018_10.sm;59;9;0
j3018_10.sm;59;9;1
j3018_10.sm;59;9;2
j3018_10.sm;59;10;0
j3018_10.sm;59;10;1
j3018_10.sm;59;10;2
j3018_10.sm;60;3;0
j3018_10.sm;60;3;1
j3018_10.sm;60;3;2
j3018_10.sm;60;15;2
j3018_10.sm;62;11;2
j3018_10.sm;62;11;3
j3018_10.sm;62;11;4
j3018_10.sm;63;21;4
j3018_10.sm;70;15;0
j3018_10.sm;73;15;3
j3018_10.sm;79;15;1
j3018_10.sm;82;15;4
j3018_2.sm;55;0;0
j3018_2.sm;55;0;1
j3018_2.sm;55;0;2
j3018_2.sm;55; Optimal; Time
j3018_2.sm;55;12;0
j3018_2.sm;55;12;1
j3018_2.sm;55;12;2
j3018_2.sm;55;12;3
j3018_2.sm;55;12;4
j3018_2.sm;55;21;0
j3018_2.sm;55;21;1
j3018_2.sm;55;21;2
j3018_2.sm;55;21;3
j3018_2.sm;55;21;4
j3018_2.sm;58;2;2
j3018_2.sm;58;2;3
j3018_2.sm;58;2;4
j3018_2.sm;58;15;0
j3018_2.sm;58;15;1
j3018_2.sm;58;16;0
j3018_2.sm;58;16;1
j3018_2.sm;58;16;2
j3018_2.sm;58;16;3
j3018_2.sm;58;16;4
j3018_2.sm;61;9;2
j3018_2.sm;61;9;3
j3018_2.sm;61;9;4
j3018_2.sm;63;11;0
j3018_2.sm;63;11;1
j3018_2.sm;63;11;2
j3018_2.sm;63;11;3
j3018_2.sm;63;11;4
j3018_2.sm;68;3;3
j3018_2.sm;68;3;4
j3018_2.sm;68;15;2
j3018_2.sm;69;9;0
j3018_2.sm;69;9;1
j3018_2.sm;69;10;0
j3018_2.sm;69;10;1
j3018_2.sm;69;10;2
j3018_2.sm;69;10;3
j3018_2.sm;69;10;4
j3018_2.sm;71;2;0
j3018_2.sm;71;2;1
j3018_2.sm;71;3;0
j3018_2.sm;71;3;1
j3018_2.sm;71;3;2
j3018_2.sm;71;15;3
j3018_2.sm;97;15;4
j3018_3.sm;56; Optimal; Time
j3018_3.sm;59;0;0
j3018_3.sm;59;0;1
j3018_3.sm;59;0;2
j3018_3.sm;59;3;4
j3018_3.sm;59;10;4
j3018_3.sm;59;11;2
j3018_3.sm;59;11;3
j3018_3.sm;59;11;4
j3018_3.sm;61;9;4
j3018_3.sm;61;11;0
j3018_3.sm;61;11;1
j3018_3.sm;62;2;0
j3018_3.sm;62;2;1
j3018_3.sm;62;2;2
j3018_3.sm;62;2;3
j3018_3.sm;62;2;4
j3018_3.sm;62;15;0
j3018_3.sm;62;16;0
j3018_3.sm;62;16;1
j3018_3.sm;62;16;2
j3018_3.sm;62;16;3
j3018_3.sm;62;16;4
j3018_3.sm;65;3;2
j3018_3.sm;65;3;3
j3018_3.sm;65;10;3
j3018_3.sm;67;9;3
j3018_3.sm;72;3;0
j3018_3.sm;72;3;1
j3018_3.sm;72;9;0
j3018_3.sm;72;9;1
j3018_3.sm;72;9;2
j3018_3.sm;72;10;0
j3018_3.sm;72;10;1
j3018_3.sm;72;10;2
j3018_3.sm;72;12;0
j3018_3.sm;72;12;1
j3018_3.sm;72;12;2
j3018_3.sm;72;12;3
j3018_3.sm;72;12;4
j3018_3.sm;72;21;0
j3018_3.sm;72;21;1
j3018_3.sm;72;21;2
j3018_3.sm;72;21;3
j3018_3.sm;72;21;4
j3018_3.sm;78;15;1
j3018_3.sm;78;15;2
j3018_3.sm;78;15;3
j3018_3.sm;78;15;4
j3018_4.sm;70; Optimal; Time
j3018_4.sm;70;3;2
j3018_4.sm;70;3;3
j3018_4.sm;70;3;4
j3018_4.sm;71;3;1
j3018_4.sm;78;12;0
j3018_4.sm;79;11;4
j3018_4.sm;79;12;3
j3018_4.sm;79;12;4
j3018_4.sm;79;21;2
j3018_4.sm;79;21;3
j3018_4.sm;79;21;4
j3018_4.sm;80;11;3
j3018_4.sm;80;12;2
j3018_4.sm;82;0;0
j3018_4.sm;82;0;1
j3018_4.sm;82;0;2
j3018_4.sm;82;12;1
j3018_4.sm;85;9;4
j3018_4.sm;87;2;0
j3018_4.sm;87;2;1
j3018_4.sm;87;2;2
j3018_4.sm;87;2;3
j3018_4.sm;87;2;4
j3018_4.sm;87;9;2
j3018_4.sm;87;9;3
j3018_4.sm;87;10;4
j3018_4.sm;87;11;1
j3018_4.sm;87;11;2
j3018_4.sm;87;15;0
j3018_4.sm;87;15;1
j3018_4.sm;87;16;0
j3018_4.sm;87;16;1
j3018_4.sm;87;16;2
j3018_4.sm;87;16;3
j3018_4.sm;87;16;4
j3018_4.sm;89;3;0
j3018_4.sm;89;10;2
j3018_4.sm;89;10;3
j3018_4.sm;92;15;3
j3018_4.sm;95;9;0
j3018_4.sm;95;9;1
j3018_4.sm;95;11;0
j3018_4.sm;95;15;2
j3018_4.sm;95;15;4
j3018_4.sm;97;10;0
j3018_4.sm;97;10;1
j3018_4.sm;97;21;0
j3018_4.sm;97;21;1
j3018_5.sm;52; Optimal; Time
j3018_5.sm;52;9;1
j3018_5.sm;56;3;0
j3018_5.sm;56;9;0
j3018_5.sm;56;9;3
j3018_5.sm;56;10;0
j3018_5.sm;57;9;2
j3018_5.sm;57;10;1
j3018_5.sm;57;10;2
j3018_5.sm;57;10;3
j3018_5.sm;57;10;4
j3018_5.sm;57;11;0
j3018_5.sm;57;11;1
j3018_5.sm;57;11;2
j3018_5.sm;57;11;3
j3018_5.sm;57;11;4
j3018_5.sm;57;12;0
j3018_5.sm;57;12;1
j3018_5.sm;57;12;2
j3018_5.sm;57;12;3
j3018_5.sm;57;12;4
j3018_5.sm;57;21;0
j3018_5.sm;57;21;1
j3018_5.sm;57;21;2
j3018_5.sm;57;21;4
j3018_5.sm;59;2;0
j3018_5.sm;59;2;1
j3018_5.sm;59;2;2
j3018_5.sm;59;2;3
j3018_5.sm;59;2;4
j3018_5.sm;59;3;1
j3018_5.sm;59;3;2
j3018_5.sm;59;3;3
j3018_5.sm;59;3;4
j3018_5.sm;59;15;0
j3018_5.sm;59;15;1
j3018_5.sm;59;15;2
j3018_5.sm;59;15;3
j3018_5.sm;59;16;0
j3018_5.sm;59;16;1
j3018_5.sm;59;16;2
j3018_5.sm;59;16;3
j3018_5.sm;59;16;4
j3018_5.sm;64;15;4
j3018_5.sm;69;9;4
j3018_5.sm;70;0;0
j3018_5.sm;70;0;1
j3018_5.sm;70;0;2
j3018_5.sm;70;21;3
j3018_6.sm;62; Optimal; Time
j3018_6.sm;65;10;1
j3018_6.sm;65;10;2
j3018_6.sm;65;10;3
j3018_6.sm;65;10;4
j3018_6.sm;65;11;1
j3018_6.sm;65;11;2
j3018_6.sm;65;11;3
j3018_6.sm;65;11;4
j3018_6.sm;65;12;1
j3018_6.sm;65;12;2
j3018_6.sm;65;12;3
j3018_6.sm;65;12;4
j3018_6.sm;65;21;1
j3018_6.sm;66;9;4
j3018_6.sm;69;2;0
j3018_6.sm;69;2;1
j3018_6.sm;69;2;2
j3018_6.sm;69;3;4
j3018_6.sm;69;15;0
j3018_6.sm;69;16;0
j3018_6.sm;69;16;1
j3018_6.sm;69;16;2
j3018_6.sm;69;16;3
j3018_6.sm;69;16;4
j3018_6.sm;72;0;0
j3018_6.sm;72;0;1
j3018_6.sm;72;0;2
j3018_6.sm;72;21;2
j3018_6.sm;72;21;4
j3018_6.sm;75;9;0
j3018_6.sm;75;9;1
j3018_6.sm;76;2;3
j3018_6.sm;76;2;4
j3018_6.sm;76;9;2
j3018_6.sm;77;3;0
j3018_6.sm;78;21;0
j3018_6.sm;81;15;1
j3018_6.sm;81;21;3
j3018_6.sm;85;3;1
j3018_6.sm;85;3;2
j3018_6.sm;85;3;3
j3018_6.sm;88;10;0
j3018_6.sm;88;11;0
j3018_6.sm;88;12;0
j3018_6.sm;90;15;2
j3018_6.sm;90;15;3
j3018_6.sm;90;15;4
j3018_6.sm;95;9;3
j3018_7.sm;48; Optimal; Time
j3018_7.sm;50;9;1
j3018_7.sm;50;9;2
j3018_7.sm;50;10;0
j3018_7.sm;50;10;1
j3018_7.sm;50;21;0
j3018_7.sm;50;21;1
j3018_7.sm;51;12;4
j3018_7.sm;52;12;3
j3018_7.sm;56;9;3
j3018_7.sm;56;9;4
j3018_7.sm;56;10;2
j3018_7.sm;56;10;3
j3018_7.sm;56;10;4
j3018_7.sm;57;11;3
j3018_7.sm;58;2;0
j3018_7.sm;58;2;1
j3018_7.sm;58;2;2
j3018_7.sm;58;2;3
j3018_7.sm;58;2;4
j3018_7.sm;58;3;4
j3018_7.sm;58;16;0
j3018_7.sm;58;16;1
j3018_7.sm;58;16;2
j3018_7.sm;58;16;3
j3018_7.sm;58;16;4
j3018_7.sm;60;15;0
j3018_7.sm;62;9;0
j3018_7.sm;62;12;1
j3018_7.sm;62;12;2
j3018_7.sm;63;11;0
j3018_7.sm;64;12;0
j3018_7.sm;65;11;4
j3018_7.sm;67;0;0
j3018_7.sm;67;0;1
j3018_7.sm;67;0;2
j3018_7.sm;67;11;1
j3018_7.sm;67;11;2
j3018_7.sm;67;21;2
j3018_7.sm;67;21;3
j3018_7.sm;67;21;4
j3018_7.sm;72;3;0
j3018_7.sm;72;3;1
j3018_7.sm;73;3;2
j3018_7.sm;73;3;3
j3018_7.sm;75;15;1
j3018_7.sm;78;15;2
j3018_7.sm;78;15;3
j3018_7.sm;83;15;4
j3018_8.sm;52;0;0
j3018_8.sm;52;0;1
j3018_8.sm;52;0;2
j3018_8.sm;52; Optimal; Time
j3018_8.sm;52;3;0
j3018_8.sm;52;3;1
j3018_8.sm;52;11;2
j3018_8.sm;52;11;3
j3018_8.sm;52;12;0
j3018_8.sm;52;12;1
j3018_8.sm;52;12;3
j3018_8.sm;57;21;2
j3018_8.sm;57;21;3
j3018_8.sm;57;21;4
j3018_8.sm;58;11;0
j3018_8.sm;58;11;1
j3018_8.sm;58;21;0
j3018_8.sm;58;21;1
j3018_8.sm;60;11;4
j3018_8.sm;60;12;4
j3018_8.sm;65;9;4
j3018_8.sm;65;10;4
j3018_8.sm;67;12;2
j3018_8.sm;68;2;0
j3018_8.sm;68;2;1
j3018_8.sm;68;2;2
j3018_8.sm;68;2;3
j3018_8.sm;68;3;2
j3018_8.sm;68;3;3
j3018_8.sm;68;16;0
j3018_8.sm;68;16;1
j3018_8.sm;68;16;2
j3018_8.sm;68;16;3
j3018_8.sm;72;3;4
j3018_8.sm;72;9;0
j3018_8.sm;72;9;1
j3018_8.sm;72;9;2
j3018_8.sm;72;9;3
j3018_8.sm;72;10;0
j3018_8.sm;72;10;1
j3018_8.sm;72;10;2
j3018_8.sm;72;10;3
j3018_8.sm;72;15;0
j3018_8.sm;72;15;1
j3018_8.sm;72;15;2
j3018_8.sm;72;15;3
j3018_8.sm;72;15;4
j3018_8.sm;72;16;4
j3018_8.sm;73;2;4
j3018_9.sm;47; Optimal; Time
j3018_9.sm;55;12;4
j3018_9.sm;56;11;2
j3018_9.sm;56;11;3
j3018_9.sm;56;12;2
j3018_9.sm;56;12;3
j3018_9.sm;59;3;0
j3018_9.sm;59;11;0
j3018_9.sm;59;11;1
j3018_9.sm;59;12;0
j3018_9.sm;59;12;1
j3018_9.sm;61;0;0
j3018_9.sm;61;0;1
j3018_9.sm;61;0;2
j3018_9.sm;62;3;3
j3018_9.sm;62;3;4
j3018_9.sm;62;10;0
j3018_9.sm;62;10;1
j3018_9.sm;62;10;2
j3018_9.sm;63;3;2
j3018_9.sm;63;9;0
j3018_9.sm;63;9;1
j3018_9.sm;63;9;2
j3018_9.sm;64;3;1
j3018_9.sm;64;15;0
j3018_9.sm;66;2;1
j3018_9.sm;66;2;2
j3018_9.sm;66;2;3
j3018_9.sm;66;2;4
j3018_9.sm;66;15;1
j3018_9.sm;70;11;4
j3018_9.sm;70;21;3
j3018_9.sm;70;21;4
j3018_9.sm;71;21;2
j3018_9.sm;73;2;0
j3018_9.sm;73;15;2
j3018_9.sm;73;16;0
j3018_9.sm;73;16;1
j3018_9.sm;73;16;2
j3018_9.sm;73;16;3
j3018_9.sm;73;16;4
j3018_9.sm;74;9;4
j3018_9.sm;77;21;1
j3018_9.sm;80;10;3
j3018_9.sm;80;10;4
j3018_9.sm;80;21;0
j3018_9.sm;81;9;3
j3018_9.sm;83;15;4
j3018_9.sm;93;15;3
j3019_1.sm;40; Optimal; Time
j3019_1.sm;41;2;0
j3019_1.sm;41;2;1
j3019_1.sm;41;2;2
