file; time; heur; depth
j3029_10.sm;91;9;3
j3029_10.sm;91;10;2
j3029_10.sm;91;10;3
j3029_10.sm;91;10;4
j3029_10.sm;92;21;2
j3029_10.sm;92;21;3
j3029_10.sm;92;21;4
j3029_10.sm;93;2;0
j3029_10.sm;93;11;3
j3029_10.sm;93;12;3
j3029_10.sm;94;12;1
j3029_10.sm;95;12;0
j3029_10.sm;96;9;0
j3029_10.sm;96;10;0
j3029_10.sm;97;3;2
j3029_10.sm;98;9;1
j3029_10.sm;98;10;1
j3029_10.sm;99;3;1
j3029_10.sm;99;15;3
j3029_10.sm;101;3;0
j3029_10.sm;102;3;3
j3029_10.sm;102;3;4
j3029_10.sm;103;15;0
j3029_10.sm;103;15;2
j3029_10.sm;105;2;2
j3029_10.sm;106;15;1
j3029_10.sm;107;2;1
j3029_10.sm;107;2;3
j3029_10.sm;107;2;4
j3029_10.sm;107;16;0
j3029_10.sm;107;16;1
j3029_10.sm;107;16;2
j3029_10.sm;107;16;3
j3029_10.sm;107;16;4
j3029_10.sm;109;15;4
j3029_2.sm;90; Optimal; Time
j3029_2.sm;109;2;2
j3029_2.sm;109;2;3
j3029_2.sm;113;2;4
j3029_2.sm;113;11;4
j3029_2.sm;113;12;1
j3029_2.sm;113;12;4
j3029_2.sm;113;16;1
j3029_2.sm;113;16;2
j3029_2.sm;113;16;3
j3029_2.sm;113;16;4
j3029_2.sm;115;2;0
j3029_2.sm;115;2;1
j3029_2.sm;116;0;0
j3029_2.sm;116;0;1
j3029_2.sm;116;0;2
j3029_2.sm;116;11;3
j3029_2.sm;116;12;3
j3029_2.sm;117;11;2
j3029_2.sm;117;12;2
j3029_2.sm;119;10;4
j3029_2.sm;119;11;0
j3029_2.sm;119;11;1
j3029_2.sm;119;12;0
j3029_2.sm;120;3;4
j3029_2.sm;120;16;0
j3029_2.sm;120;21;2
j3029_2.sm;121;3;0
j3029_2.sm;121;3;1
j3029_2.sm;121;3;2
j3029_2.sm;121;3;3
j3029_2.sm;121;21;1
j3029_2.sm;122;9;4
j3029_2.sm;127;9;3
j3029_2.sm;127;15;0
j3029_2.sm;129;9;0
j3029_2.sm;129;9;1
j3029_2.sm;129;9;2
j3029_2.sm;129;10;0
j3029_2.sm;129;10;2
j3029_2.sm;129;21;0
j3029_2.sm;130;21;4
j3029_2.sm;131;10;1
j3029_2.sm;132;21;3
j3029_2.sm;136;10;3
j3029_2.sm;138;15;1
j3029_2.sm;143;15;3
j3029_2.sm;150;15;2
j3029_2.sm;153;15;4
j3029_3.sm;78; Optimal; Time
j3029_3.sm;86;11;4
j3029_3.sm;86;12;4
j3029_3.sm;87;11;3
j3029_3.sm;89;3;2
j3029_3.sm;90;11;2
j3029_3.sm;90;12;3
j3029_3.sm;93;2;1
j3029_3.sm;94;16;1
j3029_3.sm;94;16;2
j3029_3.sm;95;21;3
j3029_3.sm;95;21;4
j3029_3.sm;96;2;3
j3029_3.sm;96;16;3
j3029_3.sm;97;0;1
j3029_3.sm;97;0;2
j3029_3.sm;97;9;2
j3029_3.sm;97;9;3
j3029_3.sm;97;10;2
j3029_3.sm;97;10;3
j3029_3.sm;97;11;1
j3029_3.sm;97;12;1
j3029_3.sm;97;12;2
j3029_3.sm;97;16;0
j3029_3.sm;98;2;4
j3029_3.sm;98;9;4
j3029_3.sm;98;10;4
j3029_3.sm;98;16;4
j3029_3.sm;98;21;2
j3029_3.sm;100;2;0
j3029_3.sm;100;2;2
j3029_3.sm;100;21;1
j3029_3.sm;101;0;0
j3029_3.sm;101;3;3
j3029_3.sm;102;3;4
j3029_3.sm;104;9;1
j3029_3.sm;104;10;1
j3029_3.sm;107;3;0
j3029_3.sm;108;9;0
j3029_3.sm;108;10;0
j3029_3.sm;108;11;0
j3029_3.sm;108;12;0
j3029_3.sm;109;3;1
j3029_3.sm;109;15;0
j3029_3.sm;113;15;1
j3029_3.sm;113;21;0
j3029_3.sm;123;15;2
j3029_3.sm;127;15;3
j3029_3.sm;130;15;4
j3029_4.sm;103; Optimal; Time
j3029_4.sm;119;11;2
j3029_4.sm;119;12;2
j3029_4.sm;120;11;4
j3029_4.sm;120;12;4
j3029_4.sm;122;21;2
j3029_4.sm;124;11;3
j3029_4.sm;124;12;3
j3029_4.sm;130;0;0
j3029_4.sm;130;0;1
j3029_4.sm;130;0;2
j3029_4.sm;130;9;1
j3029_4.sm;130;21;3
j3029_4.sm;130;21;4
j3029_4.sm;131;2;1
j3029_4.sm;131;2;2
j3029_4.sm;132;11;0
j3029_4.sm;132;12;0
j3029_4.sm;132;21;1
j3029_4.sm;133;10;2
j3029_4.sm;134;9;2
j3029_4.sm;134;9;3
j3029_4.sm;134;10;3
j3029_4.sm;134;11;1
j3029_4.sm;134;12;1
j3029_4.sm;135;21;0
j3029_4.sm;136;10;1
j3029_4.sm;139;15;0
j3029_4.sm;140;2;0
j3029_4.sm;140;9;4
j3029_4.sm;140;10;4
j3029_4.sm;141;9;0
j3029_4.sm;141;10;0
j3029_4.sm;141;16;0
j3029_4.sm;141;16;1
j3029_4.sm;141;16;2
j3029_4.sm;147;2;3
j3029_4.sm;147;2;4
j3029_4.sm;147;3;2
j3029_4.sm;147;16;3
j3029_4.sm;147;16;4
j3029_4.sm;148;3;3
j3029_4.sm;151;3;1
j3029_4.sm;152;3;0
j3029_4.sm;153;3;4
j3029_4.sm;153;15;1
j3029_4.sm;153;15;3
j3029_4.sm;154;15;4
j3029_4.sm;155;15;2
j3029_5.sm;98; Optimal; Time
j3029_5.sm;118;2;3
j3029_5.sm;118;2;4
j3029_5.sm;118;3;3
j3029_5.sm;118;3;4
j3029_5.sm;118;16;0
j3029_5.sm;118;16;1
j3029_5.sm;118;16;2
j3029_5.sm;118;16;3
j3029_5.sm;118;16;4
j3029_5.sm;119;9;3
j3029_5.sm;119;9;4
j3029_5.sm;119;10;4
j3029_5.sm;121;12;3
j3029_5.sm;122;10;3
j3029_5.sm;123;21;0
j3029_5.sm;123;21;1
j3029_5.sm;124;2;0
j3029_5.sm;124;2;1
j3029_5.sm;124;2;2
j3029_5.sm;124;3;2
j3029_5.sm;124;21;2
j3029_5.sm;124;21;3
j3029_5.sm;124;21;4
j3029_5.sm;125;0;0
j3029_5.sm;125;0;1
j3029_5.sm;125;0;2
j3029_5.sm;126;12;0
j3029_5.sm;127;10;2
j3029_5.sm;127;15;1
j3029_5.sm;128;11;4
j3029_5.sm;128;12;4
j3029_5.sm;130;9;2
j3029_5.sm;130;12;1
j3029_5.sm;131;11;3
j3029_5.sm;133;9;0
j3029_5.sm;133;10;0
j3029_5.sm;135;3;1
j3029_5.sm;135;11;0
j3029_5.sm;135;11;1
j3029_5.sm;135;11;2
j3029_5.sm;135;12;2
j3029_5.sm;135;15;0
j3029_5.sm;138;3;0
j3029_5.sm;139;9;1
j3029_5.sm;139;10;1
j3029_5.sm;149;15;2
j3029_5.sm;150;15;3
j3029_5.sm;150;15;4
j3029_6.sm;92; Optimal; Time
j3029_6.sm;103;2;4
j3029_6.sm;106;2;2
j3029_6.sm;106;12;1
j3029_6.sm;106;12;4
j3029_6.sm;106;16;0
j3029_6.sm;106;16;1
j3029_6.sm;106;16;2
j3029_6.sm;107;2;3
j3029_6.sm;107;16;3
j3029_6.sm;108;16;4
j3029_6.sm;110;12;0
j3029_6.sm;111;9;2
j3029_6.sm;111;9;3
j3029_6.sm;111;9;4
j3029_6.sm;111;12;2
j3029_6.sm;112;2;1
j3029_6.sm;112;3;3
j3029_6.sm;113;2;0
j3029_6.sm;114;12;3
j3029_6.sm;115;3;4
j3029_6.sm;116;9;0
j3029_6.sm;117;9;1
j3029_6.sm;118;10;3
j3029_6.sm;118;10;4
j3029_6.sm;118;15;1
j3029_6.sm;119;21;4
j3029_6.sm;120;21;3
j3029_6.sm;121;10;2
j3029_6.sm;121;11;2
j3029_6.sm;121;21;0
j3029_6.sm;122;11;3
j3029_6.sm;122;21;2
j3029_6.sm;123;11;0
j3029_6.sm;124;11;4
j3029_6.sm;124;21;1
j3029_6.sm;125;15;0
j3029_6.sm;128;0;0
j3029_6.sm;128;0;1
j3029_6.sm;128;0;2
j3029_6.sm;128;3;2
j3029_6.sm;129;3;1
j3029_6.sm;129;10;1
j3029_6.sm;129;11;1
j3029_6.sm;137;10;0
j3029_6.sm;138;15;2
j3029_6.sm;147;3;0
j3029_6.sm;156;15;4
j3029_6.sm;157;15;3
j3029_7.sm;73; Optimal; Time
j3029_7.sm;80;21;4
j3029_7.sm;86;3;2
j3029_7.sm;86;21;0
j3029_7.sm;86;21;2
j3029_7.sm;88;2;2
j3029_7.sm;88;2;4
j3029_7.sm;88;3;3
j3029_7.sm;88;3;4
j3029_7.sm;88;16;2
j3029_7.sm;88;16;3
j3029_7.sm;88;16;4
j3029_7.sm;88;21;1
j3029_7.sm;89;2;3
j3029_7.sm;90;10;4
j3029_7.sm;91;10;3
j3029_7.sm;93;11;3
j3029_7.sm;93;12;3
j3029_7.sm;94;0;0
j3029_7.sm;94;0;1
j3029_7.sm;94;0;2
j3029_7.sm;95;9;4
j3029_7.sm;95;16;0
j3029_7.sm;95;16;1
j3029_7.sm;96;3;0
j3029_7.sm;97;3;1
j3029_7.sm;97;11;1
j3029_7.sm;97;12;1
j3029_7.sm;98;2;1
j3029_7.sm;98;11;2
j3029_7.sm;98;12;2
j3029_7.sm;100;11;4
j3029_7.sm;100;12;4
j3029_7.sm;101;2;0
j3029_7.sm;101;9;0
j3029_7.sm;101;9;1
j3029_7.sm;101;10;0
j3029_7.sm;101;10;1
j3029_7.sm;102;21;3
j3029_7.sm;103;9;2
j3029_7.sm;103;10;2
j3029_7.sm;104;9;3
j3029_7.sm;106;15;0
j3029_7.sm;106;15;1
j3029_7.sm;107;11;0
j3029_7.sm;107;12;0
j3029_7.sm;108;15;2
j3029_7.sm;121;15;4
j3029_7.sm;122;15;3
j3029_8.sm;80; Optimal; Time
j3029_8.sm;96;21;4
j3029_8.sm;98;21;3
j3029_8.sm;102;11;0
j3029_8.sm;103;11;4
j3029_8.sm;106;3;2
j3029_8.sm;106;11;3
j3029_8.sm;106;21;2
j3029_8.sm;108;2;2
j3029_8.sm;108;11;1
j3029_8.sm;111;2;1
j3029_8.sm;111;12;1
j3029_8.sm;111;12;2
j3029_8.sm;111;12;3
j3029_8.sm;112;3;1
j3029_8.sm;113;2;4
j3029_8.sm;113;3;4
j3029_8.sm;113;16;0
j3029_8.sm;113;16;1
j3029_8.sm;113;16;2
j3029_8.sm;113;16;3
j3029_8.sm;113;16;4
j3029_8.sm;114;2;0
j3029_8.sm;114;12;4
j3029_8.sm;114;21;0
j3029_8.sm;116;12;0
j3029_8.sm;117;2;3
j3029_8.sm;117;3;3
j3029_8.sm;117;9;4
j3029_8.sm;117;10;4
j3029_8.sm;118;9;3
j3029_8.sm;118;15;2
j3029_8.sm;119;11;2
j3029_8.sm;120;0;0
j3029_8.sm;120;0;1
j3029_8.sm;120;0;2
j3029_8.sm;121;10;3
j3029_8.sm;124;9;0
j3029_8.sm;124;9;1
j3029_8.sm;124;9;2
j3029_8.sm;124;10;0
j3029_8.sm;124;10;1
j3029_8.sm;124;10;2
j3029_8.sm;124;21;1
j3029_8.sm;125;15;3
j3029_8.sm;126;15;0
j3029_8.sm;129;15;4
j3029_8.sm;132;3;0
j3029_8.sm;132;15;1
j3029_9.sm;97; Optimal; Time
j3029_9.sm;116;11;2
j3029_9.sm;118;12;0
j3029_9.sm;118;12;3
j3029_9.sm;119;11;3
j3029_9.sm;120;9;4
j3029_9.sm;120;10;4
j3029_9.sm;121;12;2
j3029_9.sm;122;11;4
j3029_9.sm;122;12;4
j3029_9.sm;124;12;1
j3029_9.sm;125;3;2
j3029_9.sm;125;21;3
j3029_9.sm;125;21;4
j3029_9.sm;126;11;1
j3029_9.sm;126;21;1
j3029_9.sm;128;21;0
j3029_9.sm;128;21;2
j3029_9.sm;129;2;0
j3029_9.sm;129;3;1
j3029_9.sm;130;9;3
j3029_9.sm;130;10;3
j3029_9.sm;131;0;0
j3029_9.sm;131;0;1
j3029_9.sm;131;0;2
j3029_9.sm;132;2;2
j3029_9.sm;132;3;3
j3029_9.sm;132;16;0
j3029_9.sm;132;16;1
j3029_9.sm;133;2;1
j3029_9.sm;133;2;3
j3029_9.sm;133;2;4
j3029_9.sm;133;3;4
j3029_9.sm;133;16;2
j3029_9.sm;133;16;3
j3029_9.sm;133;16;4
j3029_9.sm;135;3;0
j3029_9.sm;135;15;0
j3029_9.sm;139;9;2
j3029_9.sm;139;10;2
j3029_9.sm;139;11;0
j3029_9.sm;142;9;1
j3029_9.sm;142;10;1
j3029_9.sm;144;9;0
j3029_9.sm;144;10;0
j3029_9.sm;147;15;1
j3029_9.sm;147;15;2
j3029_9.sm;148;15;3
j3029_9.sm;150;15;4
j303_1.sm;72; Optimal; Time
j303_1.sm;72;11;0
j303_1.sm;72;11;1
j303_1.sm;72;11;2
j303_1.sm;72;11;3
j303_1.sm;72;11;4
j303_1.sm;83;0;0
j303_1.sm;83;0;1
j303_1.sm;83;0;2
j303_1.sm;83;9;1
j303_1.sm;83;9;4
j303_1.sm;83;10;4
j303_1.sm;83;12;0
j303_1.sm;83;12;1
j303_1.sm;83;12;2
j303_1.sm;83;12;3
j303_1.sm;83;12;4
j303_1.sm;83;21;0
j303_1.sm;83;21;1
j303_1.sm;83;21;2
j303_1.sm;83;21;3
j303_1.sm;83;21;4
j303_1.sm;88;2;1
j303_1.sm;97;9;2
j303_1.sm;97;9;3
j303_1.sm;97;10;0
j303_1.sm;97;10;1
j303_1.sm;97;10;2
j303_1.sm;97;10;3
j303_1.sm;101;2;0
j303_1.sm;101;2;2
j303_1.sm;101;2;3
j303_1.sm;101;2;4
j303_1.sm;101;3;0
j303_1.sm;101;3;1
j303_1.sm;101;3;2
j303_1.sm;101;3;3
j303_1.sm;101;3;4
j303_1.sm;101;9;0
j303_1.sm;101;15;0
j303_1.sm;101;15;1
j303_1.sm;101;15;2
j303_1.sm;101;15;3
j303_1.sm;101;15;4
j303_1.sm;101;16;0
j303_1.sm;101;16;1
j303_1.sm;101;16;2
j303_1.sm;101;16;3
j303_1.sm;101;16;4
j303_10.sm;59; Optimal; Time
j303_10.sm;60;3;0
j303_10.sm;60;11;0
j303_10.sm;60;11;1
j303_10.sm;60;11;2
j303_10.sm;60;11;3
j303_10.sm;60;11;4
j303_10.sm;62;10;0
j303_10.sm;62;10;1
j303_10.sm;62;10;2
j303_10.sm;62;12;0
j303_10.sm;62;12;2
j303_10.sm;62;12;3
j303_10.sm;62;12;4
j303_10.sm;62;21;0
j303_10.sm;62;21;4
j303_10.sm;64;0;0
j303_10.sm;64;0;1
j303_10.sm;64;0;2
j303_10.sm;64;3;4
j303_10.sm;64;9;4
j303_10.sm;65;3;1
j303_10.sm;65;3;3
j303_10.sm;67;12;1
j303_10.sm;67;21;1
j303_10.sm;67;21;2
j303_10.sm;67;21;3
j303_10.sm;68;3;2
j303_10.sm;69;10;3
j303_10.sm;69;15;1
j303_10.sm;71;9;0
j303_10.sm;71;9;1
j303_10.sm;71;9;2
j303_10.sm;71;9;3
j303_10.sm;72;2;1
j303_10.sm;72;2;2
j303_10.sm;72;2;3
j303_10.sm;72;2;4
j303_10.sm;72;16;0
j303_10.sm;72;16;1
j303_10.sm;72;16;2
j303_10.sm;72;16;3
j303_10.sm;72;16;4
j303_10.sm;74;15;0
j303_10.sm;74;15;3
j303_10.sm;76;2;0
j303_10.sm;76;10;4
j303_10.sm;94;15;2
j303_10.sm;105;15;4
j303_2.sm;40; Optimal; Time
j303_2.sm;42;0;0
j303_2.sm;42;0;1
j303_2.sm;42;0;2
j303_2.sm;42;11;0
j303_2.sm;42;11;1
j303_2.sm;42;11;2
j303_2.sm;42;11;3
j303_2.sm;42;11;4
j303_2.sm;48;2;0
j303_2.sm;48;2;1
j303_2.sm;48;15;1
j303_2.sm;52;15;0
j303_2.sm;53;9;2
j303_2.sm;53;10;2
j303_2.sm;53;12;0
j303_2.sm;53;12;1
j303_2.sm;53;21;0
j303_2.sm;53;21;1
j303_2.sm;55;12;2
j303_2.sm;55;12;3
j303_2.sm;55;12;4
j303_2.sm;55;15;2
j303_2.sm;55;15;3
j303_2.sm;55;21;2
j303_2.sm;55;21;3
j303_2.sm;55;21;4
j303_2.sm;61;2;2
j303_2.sm;61;2;3
j303_2.sm;61;2;4
j303_2.sm;61;3;0
j303_2.sm;61;3;1
j303_2.sm;61;3;2
j303_2.sm;61;3;3
j303_2.sm;61;3;4
j303_2.sm;61;9;0
j303_2.sm;61;9;1
j303_2.sm;61;9;3
j303_2.sm;61;9;4
j303_2.sm;61;10;0
j303_2.sm;61;10;1
j303_2.sm;61;10;3
j303_2.sm;61;10;4
j303_2.sm;62;15;4
j303_2.sm;62;16;0
j303_2.sm;62;16;1
j303_2.sm;62;16;2
j303_2.sm;62;16;3
j303_2.sm;62;16;4
j303_3.sm;57; Optimal; Time
j303_3.sm;57;2;1
j303_3.sm;57;2;2
j303_3.sm;57;2;3
j303_3.sm;57;2;4
j303_3.sm;57;3;0
j303_3.sm;57;3;1
j303_3.sm;57;3;2
j303_3.sm;57;3;3
j303_3.sm;57;3;4
j303_3.sm;57;9;0
j303_3.sm;57;9;1
j303_3.sm;57;9;2
j303_3.sm;57;10;0
j303_3.sm;57;10;1
j303_3.sm;57;10;2
j303_3.sm;57;11;0
j303_3.sm;57;11;1
j303_3.sm;57;11;2
j303_3.sm;57;12;0
j303_3.sm;57;12;1
j303_3.sm;57;12;2
j303_3.sm;57;15;0
j303_3.sm;57;15;1
j303_3.sm;57;16;0
j303_3.sm;57;16;1
j303_3.sm;57;16;2
j303_3.sm;57;16;3
j303_3.sm;57;16;4
j303_3.sm;57;21;0
j303_3.sm;57;21;1
j303_3.sm;57;21;2
j303_3.sm;59;0;0
j303_3.sm;59;0;1
j303_3.sm;59;0;2
j303_3.sm;59;9;3
j303_3.sm;59;9;4
j303_3.sm;59;10;3
j303_3.sm;59;10;4
j303_3.sm;59;11;3
j303_3.sm;59;11;4
j303_3.sm;59;12;3
j303_3.sm;59;12;4
j303_3.sm;59;21;3
j303_3.sm;59;21;4
j303_3.sm;60;2;0
j303_3.sm;60;15;2
j303_3.sm;60;15;3
j303_3.sm;77;15;4
j303_4.sm;98; Optimal; Time
j303_4.sm;98;3;3
j303_4.sm;98;3;4
j303_4.sm;99;2;0
j303_4.sm;99;2;1
j303_4.sm;99;2;2
j303_4.sm;99;2;3
j303_4.sm;99;2;4
j303_4.sm;99;16;0
j303_4.sm;99;16;1
j303_4.sm;99;16;2
j303_4.sm;99;16;3
j303_4.sm;99;16;4
j303_4.sm;103;3;2
j303_4.sm;103;12;0
j303_4.sm;107;0;0
j303_4.sm;107;0;1
j303_4.sm;107;0;2
j303_4.sm;107;9;3
j303_4.sm;107;9;4
j303_4.sm;107;10;3
j303_4.sm;107;10;4
j303_4.sm;107;11;0
j303_4.sm;107;11;1
j303_4.sm;107;11;2
j303_4.sm;107;11;3
j303_4.sm;107;11;4
j303_4.sm;107;12;3
j303_4.sm;107;12;4
j303_4.sm;107;21;3
j303_4.sm;107;21;4
j303_4.sm;108;15;0
j303_4.sm;112;3;0
j303_4.sm;112;3;1
j303_4.sm;112;9;0
j303_4.sm;112;9;1
j303_4.sm;112;9;2
j303_4.sm;112;10;0
j303_4.sm;112;10;1
j303_4.sm;112;10;2
j303_4.sm;112;12;1
j303_4.sm;112;12;2
j303_4.sm;112;21;0
j303_4.sm;112;21;1
j303_4.sm;112;21;2
j303_4.sm;120;15;1
j303_4.sm;128;15;2
j303_4.sm;128;15;3
j303_4.sm;133;15;4
j303_5.sm;53; Optimal; Time
j303_5.sm;57;11;1
j303_5.sm;57;11;2
j303_5.sm;57;12;1
j303_5.sm;57;12;2
j303_5.sm;61;9;2
j303_5.sm;63;3;4
j303_5.sm;64;0;0
j303_5.sm;64;0;1
j303_5.sm;64;0;2
j303_5.sm;64;2;4
j303_5.sm;64;9;3
j303_5.sm;64;9;4
j303_5.sm;64;10;3
j303_5.sm;64;10;4
j303_5.sm;64;11;3
j303_5.sm;64;11;4
j303_5.sm;64;12;3
j303_5.sm;64;12;4
j303_5.sm;64;16;0
j303_5.sm;64;16;1
j303_5.sm;64;16;2
j303_5.sm;64;16;3
j303_5.sm;64;16;4
j303_5.sm;64;21;2
j303_5.sm;64;21;3
j303_5.sm;64;21;4
j303_5.sm;65;11;0
j303_5.sm;65;12;0
j303_5.sm;66;3;0
j303_5.sm;66;3;1
j303_5.sm;66;3;2
j303_5.sm;66;3;3
j303_5.sm;67;2;0
j303_5.sm;67;2;1
j303_5.sm;67;2;2
j303_5.sm;67;2;3
j303_5.sm;67;10;0
j303_5.sm;67;15;0
j303_5.sm;67;21;0
j303_5.sm;70;15;1
j303_5.sm;71;10;2
j303_5.sm;71;15;2
j303_5.sm;75;9;0
j303_5.sm;75;9;1
j303_5.sm;76;10;1
j303_5.sm;76;21;1
j303_5.sm;80;15;3
j303_5.sm;101;15;4
j303_6.sm;54; Optimal; Time
j303_6.sm;54;3;2
j303_6.sm;54;3;3
j303_6.sm;54;3;4
j303_6.sm;54;21;3
j303_6.sm;54;21;4
j303_6.sm;55;10;3
j303_6.sm;55;10;4
j303_6.sm;59;2;1
j303_6.sm;59;2;2
j303_6.sm;59;2;3
j303_6.sm;59;2;4
j303_6.sm;59;15;0
j303_6.sm;59;16;0
j303_6.sm;59;16;1
j303_6.sm;59;16;2
j303_6.sm;59;16;3
j303_6.sm;59;16;4
j303_6.sm;60;2;0
j303_6.sm;66;0;0
j303_6.sm;66;0;1
j303_6.sm;66;0;2
j303_6.sm;66;9;1
j303_6.sm;66;9;2
j303_6.sm;66;9;3
j303_6.sm;66;9;4
j303_6.sm;66;11;0
j303_6.sm;66;11;1
j303_6.sm;66;11;2
j303_6.sm;66;11;3
j303_6.sm;66;11;4
j303_6.sm;66;12;0
j303_6.sm;66;12;1
j303_6.sm;66;12;2
j303_6.sm;66;12;3
j303_6.sm;66;12;4
j303_6.sm;72;9;0
j303_6.sm;72;15;1
j303_6.sm;72;15;2
j303_6.sm;73;3;0
j303_6.sm;73;3;1
j303_6.sm;73;10;0
j303_6.sm;73;10;1
j303_6.sm;73;10;2
j303_6.sm;73;21;0
j303_6.sm;73;21;1
j303_6.sm;73;21;2
j303_6.sm;79;15;3
j303_6.sm;79;15;4
j303_7.sm;48; Optimal; Time
j303_7.sm;48;21;2
j303_7.sm;48;21;3
j303_7.sm;48;21;4
j303_7.sm;54;3;0
j303_7.sm;54;3;1
j303_7.sm;54;3;2
j303_7.sm;54;3;3
j303_7.sm;54;3;4
j303_7.sm;54;9;0
j303_7.sm;54;9;1
j303_7.sm;54;9;2
j303_7.sm;54;9;3
j303_7.sm;54;10;0
j303_7.sm;54;10;1
j303_7.sm;54;10;2
j303_7.sm;54;10;3
j303_7.sm;54;10;4
j303_7.sm;54;11;0
j303_7.sm;54;11;1
j303_7.sm;54;11;2
j303_7.sm;54;12;0
j303_7.sm;54;12;1
j303_7.sm;54;12;2
j303_7.sm;54;12;3
j303_7.sm;54;12;4
j303_7.sm;54;15;0
j303_7.sm;54;21;0
j303_7.sm;54;21;1
j303_7.sm;56;0;0
j303_7.sm;56;0;1
j303_7.sm;56;0;2
j303_7.sm;56;2;0
j303_7.sm;56;2;1
j303_7.sm;56;2;2
j303_7.sm;56;2;3
j303_7.sm;56;2;4
j303_7.sm;56;9;4
j303_7.sm;56;11;3
j303_7.sm;56;11;4
j303_7.sm;56;15;1
j303_7.sm;56;16;0
j303_7.sm;56;16;1
j303_7.sm;56;16;2
j303_7.sm;56;16;3
j303_7.sm;56;16;4
j303_7.sm;63;15;2
j303_7.sm;63;15;3
j303_7.sm;63;15;4
j303_8.sm;54; Optimal; Time
j303_8.sm;54;11;0
j303_8.sm;54;11;1
j303_8.sm;54;11;2
j303_8.sm;54;11;3
j303_8.sm;54;11;4
j303_8.sm;54;12;0
j303_8.sm;54;12;1
j303_8.sm;54;12;2
j303_8.sm;54;12;3
j303_8.sm;54;12;4
j303_8.sm;54;21;0
j303_8.sm;54;21;1
j303_8.sm;54;21;2
j303_8.sm;54;21;3
j303_8.sm;54;21;4
j303_8.sm;61;0;0
j303_8.sm;61;0;1
j303_8.sm;61;0;2
j303_8.sm;61;2;0
j303_8.sm;61;2;1
j303_8.sm;61;2;2
j303_8.sm;61;2;3
j303_8.sm;61;2;4
j303_8.sm;61;3;0
j303_8.sm;61;15;1
j303_8.sm;63;3;1
j303_8.sm;67;15;0
j303_8.sm;67;15;2
j303_8.sm;67;15;3
j303_8.sm;67;15;4
j303_8.sm;67;16;0
j303_8.sm;67;16;1
j303_8.sm;67;16;2
j303_8.sm;67;16;3
j303_8.sm;67;16;4
j303_8.sm;75;3;2
j303_8.sm;75;3;3
j303_8.sm;75;9;0
j303_8.sm;75;9;1
j303_8.sm;75;9;2
j303_8.sm;75;9;3
j303_8.sm;75;9;4
j303_8.sm;75;10;0
j303_8.sm;75;10;1
j303_8.sm;75;10;2
j303_8.sm;75;10;3
j303_8.sm;75;10;4
j303_8.sm;79;3;4
j303_9.sm;65; Optimal; Time
j303_9.sm;65;2;0
j303_9.sm;65;2;1
j303_9.sm;70;2;3
j303_9.sm;72;16;0
j303_9.sm;72;16;1
j303_9.sm;74;9;3
j303_9.sm;74;9;4
j303_9.sm;74;10;3
j303_9.sm;74;10;4
j303_9.sm;74;15;1
j303_9.sm;75;0;0
j303_9.sm;75;0;1
j303_9.sm;75;0;2
j303_9.sm;75;11;1
j303_9.sm;75;11;2
j303_9.sm;75;11;3
j303_9.sm;75;11;4
j303_9.sm;75;12;1
j303_9.sm;75;12;2
j303_9.sm;75;12;3
j303_9.sm;75;12;4
j303_9.sm;75;21;1
j303_9.sm;75;21;2
j303_9.sm;75;21;3
j303_9.sm;75;21;4
j303_9.sm;77;2;4
j303_9.sm;77;15;0
j303_9.sm;77;16;2
j303_9.sm;77;16;3
j303_9.sm;77;16;4
j303_9.sm;79;3;0
j303_9.sm;79;3;1
j303_9.sm;79;3;2
j303_9.sm;79;9;0
j303_9.sm;79;9;1
j303_9.sm;79;9;2
j303_9.sm;79;10;0
j303_9.sm;79;10;1
j303_9.sm;79;10;2
j303_9.sm;79;15;2
j303_9.sm;80;2;2
j303_9.sm;83;11;0
j303_9.sm;83;12;0
j303_9.sm;83;21;0
j303_9.sm;84;3;3
j303_9.sm;84;3;4
j303_9.sm;84;15;3
j303_9.sm;84;15;4
j3030_1.sm;47; Optimal; Time
j3030_1.sm;54;2;1
j3030_1.sm;54;2;2
j3030_1.sm;56;3;0
j3030_1.sm;56;3;1
j3030_1.sm;56;3;2
j3030_1.sm;56;3;3
j3030_1.sm;56;3;4
j3030_1.sm;56;11;1
j3030_1.sm;56;12;3
j3030_1.sm;56;21;3
j3030_1.sm;56;21;4
j3030_1.sm;58;2;3
j3030_1.sm;58;2;4
j3030_1.sm;58;12;2
j3030_1.sm;58;16;0
j3030_1.sm;58;16;1
j3030_1.sm;58;16;2
j3030_1.sm;58;16;3
j3030_1.sm;58;16;4
j3030_1.sm;58;21;2
j3030_1.sm;59;12;0
j3030_1.sm;59;12;1
j3030_1.sm;59;12;4
j3030_1.sm;59;21;1
j3030_1.sm;60;2;0
j3030_1.sm;60;11;2
j3030_1.sm;60;11;3
j3030_1.sm;60;11;4
j3030_1.sm;60;21;0
j3030_1.sm;61;0;0
j3030_1.sm;61;0;1
j3030_1.sm;61;0;2
j3030_1.sm;61;15;0
j3030_1.sm;62;9;4
j3030_1.sm;62;10;4
j3030_1.sm;63;9;2
j3030_1.sm;63;10;2
j3030_1.sm;63;11;0
j3030_1.sm;65;9;3
j3030_1.sm;65;10;3
j3030_1.sm;67;15;2
j3030_1.sm;69;9;1
